,Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (LST),Year,Month,Day,Time (LST),Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Precip. Amount (mm),Precip. Amount Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
117,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-05 21:00,2024,9,5,21:00,16.7,,6.9,,52.0,,0.0,,16.0,,15.0,,16.1,,98.93,,,,,,
118,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-05 22:00,2024,9,5,22:00,15.7,,7.3,,57.0,,0.0,,17.0,,17.0,,16.1,,98.85,,,,,,
119,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-05 23:00,2024,9,5,23:00,15.7,,6.8,,55.0,,0.0,,17.0,,15.0,,16.1,,98.77,,,,,,
120,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-06 00:00,2024,9,6,00:00,15.3,,6.9,,57.0,,0.0,,17.0,,18.0,,16.1,,98.68,,,,,,
121,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-06 01:00,2024,9,6,01:00,15.6,,6.9,,56.0,,0.0,,17.0,,17.0,,16.1,,98.59,,,,,,
122,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-06 02:00,2024,9,6,02:00,15.1,,6.7,,57.0,,0.0,,18.0,,15.0,,16.1,,98.47,,,,,,
123,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-06 03:00,2024,9,6,03:00,14.8,,6.6,,58.0,,0.0,,17.0,,17.0,,16.1,,98.33,,,,,,
124,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-06 04:00,2024,9,6,04:00,14.7,,6.4,,57.0,,0.0,,18.0,,21.0,,16.1,,98.27,,,,,,
125,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-06 05:00,2024,9,6,05:00,14.4,,6.5,,59.0,,0.0,,20.0,,11.0,,16.1,,98.2,,,,,,
126,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-06 06:00,2024,9,6,06:00,14.1,,7.0,,62.0,,0.0,,19.0,,15.0,,16.1,,98.11,,,,,,
127,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-06 07:00,2024,9,6,07:00,14.5,,7.8,,64.0,,0.0,,22.0,,9.0,,16.1,,98.16,,,,,,
128,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-06 08:00,2024,9,6,08:00,16.0,,8.9,,62.0,,0.0,,23.0,,9.0,,16.1,,98.15,,,,,,
129,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-06 09:00,2024,9,6,09:00,17.7,,10.7,,63.0,,0.0,,26.0,,22.0,,16.1,,98.16,,,,,,
130,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-06 10:00,2024,9,6,10:00,18.5,,12.2,,66.0,,0.0,,26.0,,22.0,,16.1,,98.21,,,,,,
131,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-06 11:00,2024,9,6,11:00,19.9,,13.2,,65.0,,0.0,,25.0,,15.0,,16.1,,98.25,,,,,,
132,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-06 12:00,2024,9,6,12:00,21.2,,13.2,,60.0,,0.0,,27.0,,21.0,,16.1,,98.27,,,,,,
133,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-06 13:00,2024,9,6,13:00,22.2,,12.7,,55.0,,0.0,,26.0,,18.0,,16.1,,98.27,,25.0,,,,
134,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-06 14:00,2024,9,6,14:00,24.2,,12.0,,46.0,,0.0,,27.0,,21.0,,16.1,,98.24,,26.0,,,,
135,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-06 15:00,2024,9,6,15:00,24.5,,10.3,,40.0,,0.0,,27.0,,22.0,,16.1,,98.25,,26.0,,,,
136,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-06 16:00,2024,9,6,16:00,23.0,,11.4,,47.0,,0.0,,27.0,,11.0,,16.1,,98.25,,25.0,,,,
137,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-06 17:00,2024,9,6,17:00,23.5,,11.3,,46.0,,0.0,,25.0,,13.0,,16.1,,98.2,,25.0,,,,
138,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-06 18:00,2024,9,6,18:00,22.4,,13.8,,58.0,,0.0,,26.0,,9.0,,16.1,,98.19,,26.0,,,,
139,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-06 19:00,2024,9,6,19:00,19.2,,13.2,,68.0,,0.0,,27.0,,5.0,,16.1,,98.2,,,,,,
140,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-06 20:00,2024,9,6,20:00,16.8,,11.9,,73.0,,0.0,,28.0,,9.0,,14.5,,98.22,,,,,,
141,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-06 21:00,2024,9,6,21:00,12.7,,10.2,,85.0,,0.0,,,,0.0,,16.1,,98.25,,,,,,
142,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-06 22:00,2024,9,6,22:00,11.2,,9.3,,88.0,,0.0,,,,0.0,,16.1,,98.26,,,,,,
143,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-06 23:00,2024,9,6,23:00,10.9,,9.6,,92.0,,0.0,,,,0.0,,16.1,,98.27,,,,,,
144,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-07 00:00,2024,9,7,00:00,9.7,,8.6,,93.0,,0.0,,,,0.0,,16.1,,98.29,,,,,,
145,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-07 01:00,2024,9,7,01:00,9.4,,8.5,,94.0,,0.0,,,,0.0,,16.1,,98.3,,,,,,
146,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-07 02:00,2024,9,7,02:00,7.6,,6.9,,95.0,,0.0,,,,0.0,,16.1,,98.31,,,,,,
147,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-07 03:00,2024,9,7,03:00,8.2,,7.6,,96.0,,0.0,,5.0,,4.0,,16.1,,98.3,,,,,,
148,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-07 04:00,2024,9,7,04:00,7.7,,7.1,,96.0,,0.0,,,,0.0,,16.1,,98.34,,,,,,
149,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-07 05:00,2024,9,7,05:00,8.4,,8.0,,97.0,,0.0,,28.0,,4.0,,16.1,,98.31,,,,,,
150,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-07 06:00,2024,9,7,06:00,9.2,,8.8,,97.0,,0.0,,,,0.0,,16.1,,98.32,,,,,,
151,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-07 07:00,2024,9,7,07:00,12.0,,11.4,,96.0,,0.0,,7.0,,4.0,,16.1,,98.31,,,,,,
152,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-07 08:00,2024,9,7,08:00,15.7,,13.2,,85.0,,0.0,,,,0.0,,16.1,,98.29,,,,,,
153,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-07 09:00,2024,9,7,09:00,16.3,,12.2,,76.0,,0.0,,22.0,,5.0,,16.1,,98.28,,,,,,
154,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-07 10:00,2024,9,7,10:00,19.3,,12.1,,63.0,,0.0,,,M,4.0,,16.1,,98.28,,,,,,
155,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-07 11:00,2024,9,7,11:00,22.6,,11.7,,50.0,,0.0,,24.0,,5.0,,16.1,,98.2,,25.0,,,,
156,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-07 12:00,2024,9,7,12:00,22.5,,13.1,,55.0,,0.0,,,M,9.0,,16.1,,98.18,,25.0,,,,
157,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-07 13:00,2024,9,7,13:00,24.1,,13.1,,50.0,,0.0,,22.0,,8.0,,16.1,,98.11,,27.0,,,,
158,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-07 14:00,2024,9,7,14:00,25.4,,11.8,,42.0,,0.0,,20.0,,9.0,,16.1,,98.04,,28.0,,,,
159,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-07 15:00,2024,9,7,15:00,26.0,,12.3,,42.0,,0.0,,24.0,,5.0,,16.1,,97.98,,28.0,,,,
160,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-07 16:00,2024,9,7,16:00,25.5,,12.8,,45.0,,0.0,,12.0,,9.0,,16.1,,97.92,,28.0,,,,
161,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-07 17:00,2024,9,7,17:00,24.2,,12.7,,48.0,,0.0,,11.0,,8.0,,3.6,,97.9,,27.0,,,,Haze
162,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-07 18:00,2024,9,7,18:00,23.2,,14.4,,57.0,,0.0,,15.0,,5.0,,16.1,,97.87,,27.0,,,,
163,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-07 19:00,2024,9,7,19:00,20.0,,14.4,,70.0,,0.0,,,M,4.0,,11.3,,97.86,,,,,,
164,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-07 20:00,2024,9,7,20:00,15.2,,12.6,,84.0,,0.0,,12.0,,8.0,,16.1,,97.88,,,,,,
165,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-07 21:00,2024,9,7,21:00,14.9,,12.3,,84.0,,0.0,,8.0,,5.0,,16.1,,97.86,,,,,,
166,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-07 22:00,2024,9,7,22:00,13.0,,11.1,,88.0,,0.0,,5.0,,5.0,,16.1,,97.86,,,,,,
167,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-07 23:00,2024,9,7,23:00,12.1,,10.5,,90.0,,0.0,,,M,4.0,,16.1,,97.88,,,,,,
168,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-08 00:00,2024,9,8,00:00,13.2,,11.6,,90.0,,0.0,,27.0,,8.0,,16.1,,97.9,,,,,,
169,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-08 01:00,2024,9,8,01:00,13.1,,11.8,,92.0,,0.0,,27.0,,8.0,,16.1,,97.95,,,,,,
170,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-08 02:00,2024,9,8,02:00,11.4,,10.6,,95.0,,0.0,,28.0,,9.0,,16.1,,98.01,,,,,,
171,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-08 03:00,2024,9,8,03:00,9.5,,9.1,,97.0,,0.0,,27.0,,5.0,,16.1,,98.05,,,,,,
172,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-08 04:00,2024,9,8,04:00,9.1,,8.8,,98.0,,0.0,,28.0,,9.0,,1.6,,98.09,,,,,,Fog
173,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-08 05:00,2024,9,8,05:00,9.2,,8.8,,97.0,,0.0,,26.0,,9.0,,16.1,,98.1,,,,,,
174,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-08 06:00,2024,9,8,06:00,10.8,,10.5,,98.0,,0.0,,26.0,,9.0,,16.1,,98.15,,,,,,
175,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-08 07:00,2024,9,8,07:00,12.8,,12.5,,98.0,,0.0,,30.0,,8.0,,16.1,,98.14,,,,,,
176,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-08 08:00,2024,9,8,08:00,14.5,,13.4,,93.0,,0.0,,,M,4.0,,16.1,,98.15,,,,,,
177,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-08 09:00,2024,9,8,09:00,17.5,,13.0,,74.0,,0.0,,24.0,,8.0,,16.1,,98.12,,,,,,
178,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-08 10:00,2024,9,8,10:00,19.1,,10.5,,57.0,,0.0,,27.0,,8.0,,16.1,,98.15,,,,,,
179,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-08 11:00,2024,9,8,11:00,18.9,,7.2,,46.0,,0.0,,31.0,,8.0,,16.1,,98.13,,,,,,
180,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-08 12:00,2024,9,8,12:00,19.2,,6.5,,43.0,,0.0,,,M,4.0,,16.1,,98.08,,,,,,
181,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-08 13:00,2024,9,8,13:00,20.2,,7.7,,44.0,,0.0,,11.0,,9.0,,16.1,,98.01,,,,,,
182,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-08 14:00,2024,9,8,14:00,20.2,,7.7,,44.0,,0.0,,9.0,,11.0,,16.1,,97.98,,,,,,
183,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-08 15:00,2024,9,8,15:00,20.1,,11.2,,56.0,,0.0,,12.0,,5.0,,16.1,,97.94,,,,,,
184,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-08 16:00,2024,9,8,16:00,17.6,,13.2,,75.0,,0.0,,12.0,,8.0,,16.1,,97.88,,,,,,Rain
185,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-08 17:00,2024,9,8,17:00,18.4,,8.5,,52.0,,0.0,,6.0,,18.0,,1.0,,97.84,,,,,,Haze
186,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-08 18:00,2024,9,8,18:00,18.1,,8.6,,53.0,,0.0,,4.0,,15.0,,4.8,,97.9,,,,,,Rain
187,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-08 19:00,2024,9,8,19:00,16.2,,10.2,,67.0,,0.2,,9.0,,17.0,,0.0,,97.77,,,,,,Rain
188,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-08 20:00,2024,9,8,20:00,16.3,,11.3,,72.0,,0.0,,8.0,,22.0,,0.2,,97.79,,,,,,Haze
189,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-08 21:00,2024,9,8,21:00,16.2,,11.3,,72.0,,0.0,,8.0,,18.0,,0.2,,97.74,,,,,,Haze
190,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-08 22:00,2024,9,8,22:00,16.3,,11.3,,72.0,,0.0,,8.0,,21.0,,0.2,,97.7,,,,,,Haze
191,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-08 23:00,2024,9,8,23:00,16.3,,10.7,,69.0,,0.0,,7.0,,21.0,,0.8,,97.62,,,,,,Haze
192,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-09 00:00,2024,9,9,00:00,15.3,,11.9,,80.0,,0.0,,7.0,,24.0,,0.8,,97.51,,,,,,Haze
193,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-09 01:00,2024,9,9,01:00,15.2,,11.4,,78.0,,0.0,,7.0,,21.0,,0.8,,97.46,,,,,,Haze
194,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-09 02:00,2024,9,9,02:00,15.2,,11.2,,77.0,,0.0,,6.0,,18.0,,2.8,,97.44,,,,,,Haze
195,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-09 03:00,2024,9,9,03:00,15.6,,10.6,,72.0,,0.0,,7.0,,22.0,,1.2,,97.31,,,,,,Haze
196,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-09 04:00,2024,9,9,04:00,15.4,,10.6,,73.0,,0.0,,6.0,,13.0,,0.8,,97.27,,,,,,Haze
197,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-09 05:00,2024,9,9,05:00,15.4,,10.8,,74.0,,0.0,,7.0,,15.0,,0.4,,97.16,,,,,,Haze
198,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-09 06:00,2024,9,9,06:00,15.2,,11.3,,77.0,,0.0,,8.0,,11.0,,0.2,,97.18,,,,,,Haze
199,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-09 07:00,2024,9,9,07:00,14.6,,10.7,,77.0,,0.0,,34.0,,13.0,,16.1,,97.05,,,,,,
200,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-09 08:00,2024,9,9,08:00,13.4,,11.1,,86.0,,0.0,,33.0,,15.0,,16.1,,97.2,,,,,,
201,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-09 09:00,2024,9,9,09:00,13.9,,11.8,,87.0,,0.0,,31.0,,15.0,,16.1,,97.1,,,,,,
202,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-09 10:00,2024,9,9,10:00,14.2,,12.3,,88.0,,0.0,,32.0,,22.0,,16.1,,97.15,,,,,,
203,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-09 11:00,2024,9,9,11:00,13.5,,12.2,,92.0,,0.0,,2.0,,21.0,,16.1,,97.06,,,,,,Rain
204,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-09 12:00,2024,9,9,12:00,14.2,,12.6,,90.0,,0.0,,29.0,,15.0,,16.1,,97.23,,,,,,
205,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-09 13:00,2024,9,9,13:00,13.2,,12.3,,94.0,,0.2,,28.0,,21.0,,16.1,,97.33,,,,,,Rain
206,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-09 14:00,2024,9,9,14:00,12.6,,12.0,,96.0,,0.0,,27.0,,13.0,,16.1,,97.28,,,,,,
207,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-09 15:00,2024,9,9,15:00,12.3,,11.5,,95.0,,0.0,,29.0,,18.0,,16.1,,97.32,,,,,,
208,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-09 16:00,2024,9,9,16:00,12.2,,11.6,,96.0,,0.2,,26.0,,13.0,,16.1,,97.37,,,,,,Rain
209,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-09 17:00,2024,9,9,17:00,12.0,,11.5,,97.0,,0.2,,28.0,,15.0,,4.8,,97.37,,,,,,"Rain,Fog"
210,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-09 18:00,2024,9,9,18:00,11.8,,11.3,,97.0,,1.2,,28.0,,17.0,,4.0,,97.41,,,,,,"Moderate Rain,Fog"
211,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-09 19:00,2024,9,9,19:00,11.7,,10.9,,95.0,,1.5,,29.0,,21.0,,9.7,,97.47,,,,,,"Rain,Fog"
212,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-09 20:00,2024,9,9,20:00,11.6,,10.7,,94.0,,0.8,,29.0,,24.0,,16.1,,97.55,,,,,,Rain
213,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-09 21:00,2024,9,9,21:00,11.3,,10.5,,95.0,,0.8,,29.0,,22.0,,16.1,,97.61,,,,,,Rain
214,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-09 22:00,2024,9,9,22:00,11.2,,10.4,,95.0,,0.5,,28.0,,22.0,,16.1,,97.67,,,,,,Rain
215,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-09 23:00,2024,9,9,23:00,11.2,,10.3,,94.0,,0.2,,28.0,,24.0,,16.1,,97.75,,,,,,
216,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-10 00:00,2024,9,10,00:00,10.3,,9.4,,94.0,,0.0,,28.0,,18.0,,16.1,,97.79,,,,,,
217,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-10 01:00,2024,9,10,01:00,9.7,,8.6,,93.0,,0.0,,28.0,,17.0,,16.1,,97.83,,,,,,
218,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-10 02:00,2024,9,10,02:00,8.8,,7.9,,94.0,,0.0,,27.0,,13.0,,16.1,,97.87,,,,,,
219,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-10 03:00,2024,9,10,03:00,8.0,,7.4,,96.0,,0.0,,27.0,,15.0,,16.1,,97.92,,,,,,
220,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-10 04:00,2024,9,10,04:00,8.3,,7.4,,94.0,,0.0,,28.0,,15.0,,16.1,,97.95,,,,,,
221,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-10 05:00,2024,9,10,05:00,8.2,,7.3,,94.0,,0.0,,27.0,,15.0,,16.1,,97.99,,,,,,
222,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-10 06:00,2024,9,10,06:00,7.8,,7.4,,97.0,,0.0,,28.0,,15.0,,16.1,,98.02,,,,,,
223,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-10 07:00,2024,9,10,07:00,8.3,,7.6,,95.0,,0.0,,27.0,,18.0,,16.1,,98.05,,,,,,
224,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-10 08:00,2024,9,10,08:00,9.4,,7.7,,89.0,,0.0,,29.0,,17.0,,16.1,,98.08,,,,,,
225,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-10 09:00,2024,9,10,09:00,11.2,,7.0,,75.0,,0.0,,29.0,,24.0,,16.1,,98.12,,,,,,
226,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-10 10:00,2024,9,10,10:00,11.7,,6.7,,71.0,,0.0,,29.0,,28.0,,16.1,,98.15,,,,,,
227,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-10 11:00,2024,9,10,11:00,12.2,,6.9,,70.0,,0.0,,27.0,,26.0,,16.1,,98.17,,,,,,
228,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-10 12:00,2024,9,10,12:00,14.2,,6.2,,59.0,,0.0,,29.0,,28.0,,16.1,,98.18,,,,,,
229,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-10 13:00,2024,9,10,13:00,13.8,,4.5,,53.0,,0.0,,31.0,,26.0,,16.1,,98.21,,,,,,
230,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-10 14:00,2024,9,10,14:00,14.3,,5.9,,57.0,,0.0,,32.0,,17.0,,16.1,,98.23,,,,,,
231,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-10 15:00,2024,9,10,15:00,13.2,,5.5,,59.0,,0.0,,33.0,,13.0,,16.1,,98.24,,,,,,
232,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-10 16:00,2024,9,10,16:00,14.3,,4.6,,52.0,,0.0,,29.0,,24.0,,16.1,,98.25,,,,,,
233,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-10 17:00,2024,9,10,17:00,14.1,,5.3,,55.0,,0.0,,32.0,,15.0,,16.1,,98.28,,,,,,
234,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-10 18:00,2024,9,10,18:00,13.0,,4.8,,57.0,,0.0,,32.0,,9.0,,16.1,,98.32,,,,,,
235,-111.12,58.77,FORT CHIPEWYAN,3072655,2024-09-10 19:00,2024,9,10,19:00,10.4,,5.1,,69.0,,0.0,,34.0,,5.0,,16.1,,98.37,,,,,,
